n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,n44,n45,n46,n47,n48,n49,n50
93.85,97.80,103.78,99.36,95.41,105.54,99.82,102.67,103.01,99.17,102.04,106.81,101.01,105.96,98.64,99.53,95.50,98.56,102.82,102.54,101.51,100.42,105.50,98.71,104.14,97.11,97.88,102.52,100.91,102.32,94.49,98.90,87.03,99.69,104.78,98.51,96.41,104.03,101.08,104.66,102.01,96.84,100.69,104.16,104.60,105.01,94.92,102.13,109.19,101.17
108.06,109.72,114.40,115.66,112.19,114.51,111.17,115.08,111.07,108.46,111.63,109.40,112.07,114.81,114.84,109.54,111.37,102.23,112.03,104.31,108.50,111.46,103.43,109.75,113.90,108.85,109.12,110.86,108.17,112.59,108.82,109.36,110.61,105.16,112.42,107.57,109.34,104.82,111.93,112.09,106.86,114.06,108.27,108.22,110.76,103.33,113.99,106.56,112.32,112.48
189.76,191.21,182.90,192.11,188.58,191.35,185.99,193.58,187.34,191.89,194.95,185.63,194.65,189.89,190.49,189.47,189.22,191.75,190.81,188.89,192.60,189.63,190.54,194.60,192.62,185.58,189.19,188.84,189.98,194.46,188.29,191.41,190.70,192.25,192.35,190.54,191.01,192.83,190.05,195.43,186.19,191.59,190.19,191.34,194.19,191.17,191.87,195.38,190.51,188.36
290.67,290.38,291.61,291.62,294.68,290.22,285.90,295.89,292.80,292.51,293.46,291.45,296.25,287.75,289.27,289.34,290.59,290.29,289.58,292.66,289.51,287.17,297.41,287.69,294.08,290.67,288.26,289.84,290.33,290.26,297.56,286.89,295.18,291.81,293.42,285.86,292.34,294.64,293.44,288.39,288.76,289.81,295.63,288.22,289.62,289.86,286.63,290.92,286.76,287.62
392.93,395.54,393.48,392.33,396.24,394.75,394.49,395.41,395.59,393.98,393.57,394.55,394.06,392.35,390.94,393.22,398.72,390.36,396.63,395.21,397.03,396.99,391.82,398.37,390.58,399.65,395.45,393.02,400.88,400.14,389.93,396.33,395.92,394.31,391.81,394.31,398.42,393.27,400.09,394.95,394.50,397.19,395.69,398.73,395.45,395.73,395.98,390.68,395.32,403.77
402.81,409.48,404.55,403.39,403.80,406.45,404.12,406.33,407.91,403.99,408.28,405.06,401.73,407.16,401.69,406.79,401.84,413.22,400.18,406.55,400.53,406.01,404.96,411.30,402.57,409.54,397.27,401.25,402.82,405.56,406.08,400.78,410.41,406.41,405.87,404.19,408.20,402.53,405.19,404.53,407.40,398.68,407.41,403.78,406.51,402.61,409.97,405.21,400.68,412.48
357.21,356.46,360.45,351.42,357.09,358.39,359.71,364.06,360.68,363.64,359.74,357.67,354.97,355.28,361.61,357.73,360.68,360.07,358.71,360.58,362.05,361.92,352.52,362.82,358.04,360.02,358.56,366.23,357.46,361.24,361.02,357.45,359.30,361.29,363.81,363.56,357.83,363.12,364.90,363.31,359.61,365.49,365.84,356.60,359.62,360.54,362.90,362.83,360.22,358.04
388.94,389.05,390.01,390.06,393.02,394.15,386.45,394.50,390.63,390.98,382.44,386.63,387.91,393.71,387.28,390.36,392.78,390.62,391.46,389.52,388.47,386.85,397.91,396.29,386.16,388.76,395.95,387.08,394.21,385.23,389.41,386.18,388.66,392.92,387.33,394.04,392.21,387.02,388.50,387.41,384.67,393.21,388.67,393.03,387.94,388.15,391.24,396.68,386.01,385.88
355.34,353.79,353.28,357.44,355.80,361.79,352.84,348.20,347.10,352.57,358.00,354.29,354.79,356.03,353.80,355.38,354.45,357.24,355.03,353.20,358.79,352.68,357.99,355.42,357.07,355.33,354.36,361.26,352.94,360.12,354.10,358.62,358.23,352.62,361.09,355.11,354.90,354.04,353.40,353.20,351.67,353.23,352.56,359.14,353.98,352.20,355.78,351.64,360.59,351.44
361.94,363.93,363.43,369.04,360.15,364.20,366.94,368.12,362.44,362.90,371.14,365.87,366.48,368.21,365.24,365.52,364.37,362.05,362.68,361.57,362.74,365.00,361.44,364.86,364.62,362.82,365.94,362.17,368.97,366.17,364.95,370.35,366.55,360.64,369.28,361.91,360.05,364.55,362.64,365.04,364.26,366.13,363.32,368.59,361.76,366.47,363.75,362.97,363.37,366.11
296.10,301.07,298.42,302.51,297.48,299.10,298.73,296.35,298.93,305.85,305.18,305.37,295.72,296.46,299.63,301.21,297.31,295.58,301.91,298.63,304.41,301.07,300.07,296.22,298.79,301.74,300.87,296.16,299.18,299.34,301.01,303.68,304.70,301.75,301.86,301.76,293.37,295.21,298.56,299.43,297.33,301.25,298.48,292.28,297.95,305.53,299.73,301.95,301.58,304.69
201.65,203.30,205.31,193.85,202.36,196.26,202.54,199.54,199.82,203.43,203.87,204.85,196.58,205.54,201.28,201.12,201.50,195.85,203.98,205.06,200.10,200.23,198.96,200.89,199.29,199.84,200.10,193.14,205.35,198.03,193.76,202.63,199.08,203.08,201.79,198.12,198.84,198.68,203.56,199.67,202.16,204.16,196.07,198.92,196.44,199.33,198.18,198.49,205.87,196.17
137.61,139.77,140.74,133.71,141.94,135.17,142.58,137.82,136.58,140.63,142.71,144.02,141.07,138.23,146.05,139.08,136.43,139.59,140.49,139.11,139.40,137.46,145.69,141.18,135.40,137.94,138.35,137.52,132.35,138.83,141.15,140.01,134.69,144.89,136.86,134.67,134.02,134.91,141.15,139.07,138.49,143.15,136.77,144.73,136.80,144.57,140.98,146.39,141.70,142.76
149.74,146.51,140.79,147.65,147.50,148.25,143.80,143.35,144.76,145.51,145.59,143.53,147.86,145.60,137.63,147.44,147.65,146.00,150.62,146.03,143.80,140.78,144.96,142.92,144.68,143.46,143.74,147.13,146.04,149.96,142.22,149.61,144.59,144.16,144.75,144.85,146.36,146.95,143.78,142.04,144.17,144.37,145.99,143.57,141.58,146.17,143.41,147.85,141.01,145.02
