n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,n44,n45,n46,n47,n48,n49,n50
197.52,201.72,202.99,196.55,200.55,200.28,202.89,193.83,195.88,201.37,201.10,201.77,200.83,198.36,194.64,203.41,202.42,204.28,205.08,198.19,192.68,199.82,206.33,197.52,208.44,200.34,199.58,198.11,202.51,199.47,195.96,196.09,198.75,201.05,203.91,200.13,203.53,202.00,204.96,200.81,200.14,197.67,199.18,200.07,202.58,204.98,200.41,205.46,200.12,196.11
222.47,214.13,214.87,222.73,216.40,219.44,221.46,222.87,217.75,224.17,224.02,211.66,221.40,217.33,226.29,213.29,217.23,226.03,215.89,223.75,232.70,222.52,221.67,218.08,211.25,225.49,220.21,221.00,220.88,224.31,225.68,219.87,220.05,222.30,223.21,227.47,227.54,212.21,212.83,219.76,222.39,217.09,212.95,217.72,217.65,221.08,214.65,216.13,221.07,232.27
383.80,375.93,379.38,385.34,384.24,377.20,375.96,374.36,378.31,378.38,380.33,380.59,382.45,376.89,373.87,383.34,380.16,383.08,379.59,379.88,385.26,384.52,377.43,378.69,387.11,377.31,375.65,373.98,378.75,382.26,380.44,378.05,384.23,379.12,371.45,381.58,385.84,381.24,378.74,375.35,378.72,378.39,383.74,388.04,383.00,380.42,384.66,384.42,378.59,378.57
585.39,575.58,577.24,577.77,579.86,585.02,578.08,574.48,573.66,584.25,587.64,580.19,579.70,578.65,581.63,584.49,583.97,581.77,583.45,582.97,576.24,584.30,580.62,582.67,584.75,584.03,575.93,583.02,577.28,575.42,584.27,581.76,581.73,585.26,581.15,578.52,582.16,576.97,582.39,577.78,584.88,579.65,579.81,575.69,581.29,577.46,581.89,576.31,577.17,578.65
791.74,788.10,793.90,790.53,788.16,793.97,793.78,795.90,787.65,796.60,782.85,785.32,783.25,787.17,790.57,785.64,791.30,786.37,787.55,789.40,788.99,798.72,787.16,791.48,789.25,786.80,789.17,782.15,790.98,797.86,793.22,791.78,792.73,789.73,790.92,791.91,784.89,783.60,787.20,791.65,797.85,789.36,787.56,786.36,792.74,782.67,791.04,795.53,787.92,787.02
807.13,812.05,808.56,810.11,802.02,812.26,811.60,808.33,805.40,806.23,804.25,812.41,812.30,805.40,805.57,807.73,809.50,802.49,811.89,804.29,804.89,814.51,806.65,801.85,806.18,812.67,810.53,812.05,812.46,808.16,811.01,814.31,808.76,807.33,809.85,806.94,810.92,807.10,811.14,814.18,810.32,812.01,810.46,814.12,808.82,810.17,813.32,804.80,812.40,810.40
718.89,724.99,719.66,715.96,722.14,716.58,724.85,721.86,730.01,721.12,726.47,719.05,717.70,715.90,716.57,724.43,721.92,721.91,719.70,715.85,723.97,717.95,719.34,716.68,717.58,718.13,724.23,712.20,722.99,719.07,726.58,724.94,720.04,725.68,719.36,726.35,716.02,720.33,719.03,717.96,720.69,721.22,715.49,717.69,719.74,725.44,710.01,709.28,725.47,720.02
784.15,771.45,778.44,780.17,782.11,777.78,777.20,771.94,775.91,781.38,779.91,781.91,775.64,778.28,782.92,775.44,777.69,775.87,780.59,777.32,783.27,777.71,778.23,787.89,786.25,781.00,779.28,770.35,778.91,780.66,778.99,784.79,786.29,778.14,779.34,780.67,780.91,785.12,779.49,778.04,779.07,780.28,782.13,782.13,774.19,778.61,781.74,781.24,778.13,780.18
709.88,711.94,712.79,711.83,705.45,708.21,714.43,707.93,707.43,709.92,703.75,713.87,705.27,705.92,713.78,706.28,708.04,706.27,712.81,700.79,708.98,710.24,711.68,712.05,703.10,704.68,706.83,719.52,706.51,713.13,703.01,708.23,706.50,714.01,711.25,704.99,713.79,710.75,703.52,701.54,714.57,710.07,709.98,712.37,711.29,714.34,709.68,713.98,707.75,711.58
724.92,724.90,730.27,731.35,728.09,731.42,724.02,736.74,726.48,732.74,735.43,729.17,732.15,730.20,730.68,729.83,729.90,730.95,729.97,733.55,732.13,736.48,728.23,731.65,729.15,733.12,732.80,729.86,734.53,727.62,718.69,733.31,736.73,733.78,734.40,739.01,729.58,740.34,735.56,727.97,732.06,734.43,727.79,726.68,735.81,727.87,731.87,733.51,732.56,728.97
602.60,597.03,595.36,596.84,601.33,593.33,598.76,602.50,605.57,603.90,599.29,600.07,606.72,604.11,603.39,603.59,602.54,596.98,595.53,597.41,603.83,598.18,599.32,599.55,604.48,594.56,606.92,601.62,601.21,595.40,601.64,597.71,599.18,598.60,609.43,604.06,597.49,598.07,596.07,601.64,605.46,598.36,600.56,594.26,600.58,601.12,600.36,596.48,603.43,603.42
410.02,397.73,403.06,399.64,395.94,405.87,399.90,404.98,401.42,400.05,401.63,401.83,400.97,398.71,395.16,393.92,405.01,401.88,396.11,403.41,390.68,397.48,401.25,407.64,401.63,395.70,399.96,399.01,405.31,400.28,406.92,391.40,395.40,395.05,393.21,395.60,402.72,399.86,401.69,406.81,399.38,400.63,401.32,402.83,399.38,401.63,399.12,397.77,398.12,405.75
277.80,280.26,281.18,276.50,276.27,279.00,282.37,281.47,279.29,280.42,280.82,282.54,280.78,287.19,283.23,276.24,277.82,286.68,278.22,281.17,278.39,284.79,281.99,281.19,286.69,282.79,280.52,277.08,281.06,276.41,282.14,282.67,277.93,275.67,276.91,282.42,273.96,281.26,277.17,288.21,278.37,282.55,288.27,279.25,284.85,281.20,282.20,277.99,273.09,284.40
287.53,292.74,288.32,281.53,292.39,289.03,288.57,282.43,285.62,292.48,292.17,293.50,292.84,286.72,284.96,288.66,286.23,286.94,281.36,286.27,287.75,287.98,292.33,292.53,282.37,290.82,287.97,291.23,293.27,284.17,292.46,293.42,293.45,288.43,290.82,290.68,284.66,292.12,287.15,289.49,292.69,287.11,290.72,285.48,284.57,291.20,288.50,292.86,298.06,292.98
