n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,n44,n45,n46,n47,n48,n49,n50
202.86,196.24,200.46,202.87,205.20,198.44,201.37,205.08,200.13,205.45,200.18,202.52,194.75,199.11,203.06,194.84,200.90,198.18,197.72,194.80,197.49,198.60,200.72,198.61,201.97,202.39,197.91,205.55,200.06,208.31,201.12,199.12,198.95,202.97,202.38,201.15,199.82,202.31,202.47,194.66,204.21,205.27,197.53,198.68,198.67,200.37,198.68,196.76,204.56,197.06
221.32,219.00,221.34,218.82,218.91,221.37,218.70,219.27,219.29,221.91,221.92,218.55,220.31,225.56,226.09,221.14,217.99,223.96,218.98,222.64,218.05,222.43,221.98,226.54,218.63,221.20,222.28,219.30,219.28,225.40,216.86,215.20,216.77,217.61,218.05,218.12,221.94,220.28,217.21,219.06,222.03,219.41,224.06,220.45,216.11,220.30,218.00,216.57,217.29,219.30
378.07,377.63,381.19,379.33,379.69,375.43,382.86,384.19,383.91,383.76,378.58,384.24,382.96,381.98,377.07,387.06,384.82,376.88,375.93,379.52,377.66,377.98,379.21,381.07,383.62,372.71,383.12,379.92,380.62,384.58,383.03,382.53,374.68,375.88,381.32,378.55,387.42,386.61,380.78,380.94,379.64,379.93,373.49,375.28,373.98,380.73,378.42,379.01,379.85,382.69
579.11,582.07,587.33,582.83,577.65,579.89,577.75,583.03,576.93,583.96,578.83,578.28,577.81,574.44,580.07,581.89,580.92,582.94,579.22,582.74,582.08,581.75,578.65,578.06,586.77,585.30,583.16,579.34,579.99,581.42,581.78,579.64,578.60,583.45,578.43,575.88,581.67,573.57,586.86,581.26,580.61,578.86,577.68,578.06,579.53,578.50,581.07,580.01,577.14,575.53
788.93,788.28,787.23,793.97,788.72,785.60,789.21,787.87,790.27,785.84,786.72,792.64,791.83,790.75,787.01,784.67,789.87,793.87,787.15,791.34,789.92,790.01,792.52,783.72,795.23,789.24,786.39,793.46,786.52,799.46,789.02,786.60,794.48,791.13,790.92,791.55,796.82,793.37,796.94,790.45,795.68,792.23,790.46,782.79,784.93,785.25,792.44,796.99,784.58,790.02
809.76,810.11,811.51,810.05,812.64,809.71,815.79,802.79,809.27,811.53,806.60,812.20,810.02,815.03,811.43,806.91,807.75,811.97,808.00,813.15,808.93,805.63,810.98,813.55,807.00,808.66,815.74,807.76,807.60,810.96,808.83,813.84,817.02,809.22,808.37,817.29,811.71,812.18,809.35,813.98,810.50,807.07,809.06,814.46,811.79,811.95,807.69,806.35,808.02,814.45
722.10,724.67,721.98,717.39,720.67,720.16,720.19,719.10,717.61,718.68,720.54,719.13,717.67,713.26,723.46,719.43,720.38,718.88,717.93,716.70,722.31,722.19,718.59,720.66,722.36,717.83,720.11,719.95,723.84,720.68,723.33,717.17,718.23,718.64,720.53,720.71,722.78,721.47,716.84,719.90,726.26,719.83,724.19,721.19,720.58,719.54,722.23,721.49,720.88,720.20
779.98,782.65,780.51,779.82,773.69,781.23,786.92,777.72,775.76,780.33,780.65,779.89,775.38,778.29,784.20,781.14,780.93,782.36,772.98,782.88,777.73,780.61,776.92,781.54,779.19,781.24,780.84,780.43,775.46,780.07,780.16,783.41,780.72,781.32,781.83,781.67,779.77,779.41,779.08,779.56,775.24,783.43,781.79,778.75,780.69,776.16,780.09,778.45,779.35,777.61
715.76,706.27,710.43,701.53,713.99,712.30,709.53,709.21,712.88,715.10,713.12,710.83,711.19,711.38,710.71,708.90,709.15,711.61,712.42,712.70,706.23,705.12,706.57,709.37,714.85,711.61,709.07,708.23,709.69,708.80,708.56,711.49,707.94,713.98,707.14,711.07,707.18,710.02,708.19,711.60,708.03,715.61,707.16,704.54,705.80,709.63,712.12,710.26,714.16,710.25
730.54,724.93,730.53,735.86,727.09,734.55,737.51,735.30,734.51,728.04,734.76,729.98,730.73,732.63,729.98,725.86,730.13,730.57,733.28,728.40,731.28,729.02,730.46,732.89,731.28,728.99,727.55,727.87,726.06,730.33,727.27,730.21,726.94,732.71,729.14,732.04,726.82,731.21,735.04,729.00,732.28,732.62,728.61,726.76,731.50,730.59,728.08,731.79,731.42,729.66
597.40,599.33,603.11,604.80,603.19,599.50,606.52,599.15,593.38,601.60,599.09,596.14,600.48,603.69,599.67,595.20,600.25,598.30,595.27,596.05,602.60,599.90,598.08,601.97,595.32,598.95,594.54,600.30,595.93,601.66,598.11,601.84,603.68,599.73,597.93,596.60,595.83,599.87,595.23,599.52,599.39,603.88,594.59,599.05,599.95,600.85,602.63,598.78,597.48,595.51
404.94,397.19,403.47,394.63,403.71,405.64,398.99,403.04,398.13,400.24,398.38,401.09,394.74,406.56,401.49,393.34,398.32,396.76,398.17,400.72,401.19,402.49,398.71,396.75,396.09,399.02,401.08,403.40,404.12,394.91,398.49,394.20,397.49,397.11,399.22,393.36,396.67,398.73,397.60,401.36,402.38,404.87,397.96,400.40,397.70,403.13,397.05,398.25,398.71,399.59
281.27,274.79,279.04,278.22,278.83,284.74,276.67,278.41,281.04,279.59,282.66,283.37,277.24,276.91,276.77,280.64,279.14,277.91,280.89,279.76,280.60,281.76,280.45,276.41,285.83,280.65,276.66,278.31,280.55,278.47,282.56,282.58,277.58,279.13,278.93,279.32,280.35,283.60,283.15,281.60,279.06,278.88,276.16,282.83,281.41,275.63,282.03,280.32,279.21,280.88
289.38,289.02,287.53,291.42,293.00,289.15,292.99,291.17,288.80,291.97,290.92,289.69,291.14,285.03,287.49,288.15,296.05,287.87,289.24,289.26,283.25,292.54,288.65,288.48,294.30,289.25,288.16,289.36,287.89,293.42,285.87,284.34,285.62,285.78,288.10,290.86,290.32,291.66,288.85,287.58,293.06,292.28,292.81,288.04,293.43,289.68,289.84,294.33,289.34,289.81
