n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,n44,n45,n46,n47,n48,n49,n50
200.61,200.13,199.37,203.43,198.69,204.53,197.07,204.51,196.40,198.81,203.53,199.46,207.94,198.80,202.03,193.57,198.70,202.28,201.35,199.92,200.60,204.62,200.47,202.81,200.90,201.24,203.24,201.33,200.21,200.87,193.16,204.04,200.84,198.80,206.51,197.67,195.90,199.73,201.39,204.31,198.93,195.68,196.24,202.77,198.28,199.30,208.89,197.40,196.09,198.13
219.12,215.00,225.06,225.44,222.62,219.75,220.00,225.56,216.81,222.71,211.36,222.53,213.77,219.30,215.33,235.39,216.92,223.46,220.04,224.77,221.20,218.20,224.79,217.31,224.97,221.88,228.97,218.97,220.17,224.15,221.03,227.93,220.96,213.88,218.13,219.47,225.83,213.65,223.76,216.95,220.18,214.76,219.30,219.00,221.43,217.63,215.87,215.62,228.71,209.23
379.20,379.42,382.37,383.17,377.43,373.43,380.73,380.71,380.22,384.84,377.46,383.64,378.42,375.35,385.49,384.00,375.35,367.15,381.85,387.30,377.55,381.64,386.15,378.38,380.49,380.36,377.61,384.36,377.77,380.28,381.47,369.03,376.21,379.36,385.94,379.54,379.58,377.94,382.73,368.63,379.03,377.25,379.44,376.32,386.50,373.78,381.86,375.63,379.13,379.36
581.11,582.21,580.83,581.78,577.42,579.06,588.24,583.09,575.19,573.05,575.89,574.75,579.44,574.20,580.58,590.86,581.87,579.74,577.92,586.54,576.99,583.29,575.13,575.40,575.08,575.28,580.57,577.38,576.84,583.26,581.26,585.20,581.05,579.93,582.39,579.07,583.41,583.75,574.30,577.14,580.98,586.43,580.99,582.35,578.70,567.99,579.86,581.84,578.57,585.01
794.90,791.78,792.65,795.18,790.23,789.48,788.56,785.36,788.24,788.57,786.70,789.48,784.77,787.97,790.26,784.47,790.69,784.89,787.21,788.17,792.88,785.14,785.48,785.90,791.09,781.35,788.73,788.83,789.84,789.92,788.40,785.45,789.89,789.92,791.63,793.37,789.81,788.85,787.04,794.34,798.58,794.02,790.62,788.11,789.65,791.54,786.96,792.50,789.95,792.42
815.74,805.68,813.55,813.75,816.33,815.10,815.10,807.93,807.84,809.65,813.24,807.71,821.47,809.79,809.37,804.90,810.25,805.23,811.04,801.60,815.09,813.33,813.37,806.62,807.07,807.05,806.28,810.63,819.33,813.48,807.74,813.08,815.05,812.79,810.22,807.93,814.92,813.89,806.71,806.88,818.02,806.84,814.77,815.11,813.72,812.64,811.63,807.98,814.83,808.44
717.34,717.27,722.14,722.20,720.76,721.73,712.28,717.30,718.26,709.63,713.57,714.59,719.23,721.16,713.07,717.12,721.76,717.63,717.44,726.67,726.32,724.23,713.44,712.34,716.43,716.49,717.89,720.64,716.32,722.64,718.76,719.41,720.81,717.98,718.12,720.18,722.08,715.72,719.02,723.39,724.45,715.36,720.03,722.08,716.26,719.68,718.95,724.07,722.85,718.10
782.42,779.96,778.75,777.90,779.33,787.18,777.34,784.41,779.98,776.76,774.37,786.63,775.24,785.34,777.42,786.58,781.40,789.37,778.33,776.85,775.19,789.37,783.13,780.19,785.54,777.50,777.93,777.19,783.87,772.25,776.43,785.89,771.92,780.58,776.24,787.36,787.65,781.44,774.24,783.57,787.50,774.99,779.58,776.60,777.95,780.96,775.45,780.46,779.53,781.33
712.79,715.46,702.04,707.08,710.43,713.70,713.95,703.83,711.53,714.02,713.99,707.09,714.91,710.16,707.99,708.66,711.29,710.91,703.98,710.60,703.30,711.97,711.95,712.68,708.16,698.35,708.94,711.74,706.96,705.89,709.82,709.01,706.02,707.90,706.48,713.25,712.58,712.94,706.39,703.37,707.59,698.76,706.32,705.19,709.00,710.43,709.56,706.52,712.25,716.57
730.69,726.37,735.58,726.82,733.29,732.10,731.83,728.91,736.06,737.07,726.80,734.50,731.61,724.77,724.49,731.97,730.07,728.53,727.11,726.30,730.06,729.26,733.29,728.14,722.02,730.85,730.18,730.95,737.39,723.67,726.35,734.15,733.89,731.21,730.50,728.54,735.41,727.38,731.79,725.17,730.00,737.87,734.59,733.86,732.32,732.34,724.28,731.28,732.89,730.10
597.36,594.69,600.77,599.16,601.70,598.38,596.92,608.00,602.01,601.36,599.52,605.61,604.65,596.33,596.91,601.11,593.49,598.08,602.13,599.14,604.08,605.21,601.88,597.90,601.79,598.58,604.69,600.21,601.14,598.90,605.98,591.74,594.33,597.94,601.04,601.09,600.10,603.06,597.42,595.22,601.69,601.05,603.43,601.15,598.94,604.15,599.03,596.95,603.09,596.64
397.88,397.69,398.13,399.90,399.96,399.11,397.22,401.06,402.46,406.67,403.76,394.37,405.02,397.10,393.64,396.59,400.38,403.66,398.36,401.37,397.04,404.24,400.73,394.98,404.34,399.47,393.95,399.80,403.46,398.26,407.77,399.41,401.38,393.06,398.59,407.40,399.99,396.19,405.22,402.09,399.25,396.56,400.91,407.46,393.57,407.19,396.68,402.76,397.25,400.51
277.70,284.69,273.57,282.09,275.78,280.94,277.19,279.46,280.12,282.46,275.30,279.69,280.73,283.06,278.16,279.29,280.09,279.52,277.28,273.27,278.24,278.10,280.08,283.13,282.37,280.81,277.51,278.84,270.21,282.32,275.88,276.46,277.89,275.70,281.95,276.74,285.49,279.40,284.31,283.55,285.05,280.40,275.28,281.27,282.33,285.86,277.71,271.82,279.90,280.37
295.26,287.46,289.16,292.81,291.24,284.00,292.92,286.28,284.32,288.92,284.98,282.74,290.71,293.18,290.74,288.13,285.72,291.46,288.03,281.02,291.65,296.13,298.49,286.10,292.91,283.04,286.42,283.44,284.35,291.53,288.49,288.49,291.46,290.98,288.27,291.99,290.26,293.08,296.00,293.40,294.20,290.83,284.87,291.98,285.64,294.16,291.54,286.55,282.57,294.93
