n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,n44,n45,n46,n47,n48,n49,n50
100.72,96.83,107.02,104.41,98.80,105.98,99.98,105.66,103.43,99.29,103.19,100.15,99.41,105.67,96.58,96.10,102.32,92.62,101.72,96.90,98.03,102.60,95.32,100.81,98.52,103.18,100.54,97.34,96.95,97.48,103.83,98.40,108.07,101.65,99.84,102.09,103.98,97.44,98.57,102.11,99.55,102.70,96.25,100.57,101.16,96.53,101.08,99.34,103.53,102.22
110.84,107.82,106.28,109.95,109.40,111.89,110.28,114.27,110.65,111.05,113.83,110.35,109.20,114.07,105.08,113.60,114.70,106.78,107.51,110.05,108.01,109.20,111.09,111.95,103.51,110.36,107.62,108.03,110.18,101.27,106.95,106.83,109.88,108.73,108.09,109.38,108.87,118.50,110.59,106.29,106.56,112.70,107.43,113.28,111.26,109.05,110.52,104.45,108.79,107.11
190.80,190.16,189.51,190.29,190.19,193.16,195.19,187.41,190.04,188.75,193.57,193.90,189.34,189.48,190.16,186.68,185.90,191.49,190.68,190.32,186.92,187.69,185.31,191.72,196.87,187.94,187.42,191.04,189.71,188.38,192.60,185.83,190.28,190.76,189.77,188.54,191.57,188.79,187.18,189.24,193.94,189.09,188.01,190.24,192.72,187.87,191.71,189.31,191.22,188.43
292.82,289.89,294.17,294.30,285.07,284.21,289.52,293.80,289.84,287.36,289.26,284.40,288.77,299.31,292.78,292.89,291.40,289.16,289.46,293.53,286.61,292.83,285.75,286.56,290.63,289.56,286.97,286.56,292.44,288.14,289.09,284.73,287.40,291.10,293.61,290.89,288.04,289.78,291.20,292.53,290.13,294.08,288.74,288.54,290.53,292.69,288.33,294.63,288.07,292.20
388.81,396.61,404.17,396.91,390.87,391.78,396.67,396.29,397.22,397.19,394.48,397.72,400.96,396.98,397.43,391.66,396.07,394.43,401.20,394.90,397.47,395.17,399.48,395.20,398.02,396.27,396.21,394.96,391.58,394.82,396.54,394.12,394.47,397.30,393.65,390.42,396.78,396.69,390.15,394.33,392.83,389.63,396.45,393.99,399.26,395.32,398.73,392.53,400.96,397.74
402.63,405.41,412.37,405.77,406.41,402.69,406.63,403.45,407.21,407.51,408.71,407.40,402.37,404.33,406.02,408.18,401.33,403.45,409.15,403.82,405.81,409.04,400.65,403.28,398.92,400.26,405.37,403.92,411.72,408.19,410.58,407.14,408.17,408.49,408.59,403.19,404.94,397.55,413.25,405.67,404.91,411.67,407.68,409.82,407.71,402.78,404.74,401.68,404.87,408.68
364.41,363.57,365.16,363.63,358.95,357.86,361.51,364.15,363.46,359.46,360.33,358.02,357.60,359.49,361.07,363.46,363.04,359.14,361.01,356.28,354.89,360.14,357.99,360.76,359.81,358.65,357.77,356.81,364.41,354.14,355.75,359.88,363.81,364.54,359.55,364.14,358.93,358.38,361.01,356.34,356.60,360.33,360.50,355.23,360.30,360.95,362.87,363.20,360.31,362.69
388.71,387.22,387.69,392.04,385.30,393.06,388.34,386.05,387.93,391.13,386.11,395.39,389.36,390.07,396.74,390.50,392.45,391.02,389.95,392.98,386.45,393.26,390.93,391.53,388.52,393.02,392.00,388.11,384.62,395.88,388.54,395.14,386.34,390.78,394.17,388.72,397.63,387.11,387.03,386.18,388.75,393.24,392.59,387.41,391.82,391.45,390.45,386.63,390.14,391.02
356.98,362.37,358.85,352.72,353.14,353.97,352.68,353.44,348.61,354.63,356.73,354.56,353.00,357.81,355.82,355.97,357.15,359.46,357.62,359.03,357.43,356.64,353.12,357.47,358.58,354.60,353.16,351.97,354.15,356.91,351.38,356.99,352.30,352.55,357.29,348.21,352.33,356.23,351.20,347.10,355.73,354.37,352.74,356.94,359.61,354.05,356.69,354.95,361.72,358.55
362.86,365.40,366.73,362.07,364.39,365.14,362.50,365.63,367.05,367.48,369.70,363.41,364.18,363.65,361.62,361.48,369.79,364.43,362.59,366.16,368.86,365.95,365.11,363.55,367.04,369.34,363.70,360.71,365.72,366.08,363.82,364.39,368.79,369.09,366.61,368.85,365.43,364.71,362.96,363.83,366.64,369.04,365.03,363.23,368.26,361.94,361.37,361.57,366.38,368.75
297.02,301.74,297.18,301.07,301.45,296.95,297.33,297.87,296.18,296.09,304.87,305.66,299.07,301.94,298.88,294.64,300.35,301.44,300.05,298.92,302.92,298.93,296.78,301.31,294.05,292.26,303.36,299.19,294.08,299.78,299.84,303.08,297.32,301.32,303.01,298.19,298.15,296.62,302.02,302.53,301.10,298.34,298.04,304.19,302.55,297.85,294.30,301.61,305.54,298.07
202.73,198.68,198.26,199.97,196.48,199.30,199.10,201.06,204.52,199.51,200.79,201.50,194.06,200.67,194.93,202.29,203.49,195.41,204.01,197.97,198.00,194.81,197.42,195.65,205.07,199.87,206.01,198.59,195.56,204.37,200.64,199.63,197.94,202.47,199.36,200.98,197.23,197.81,202.59,203.90,203.93,200.55,202.21,198.38,198.21,200.20,203.04,200.04,201.51,204.38
141.09,143.21,141.87,138.09,138.57,138.13,136.84,141.22,137.38,143.07,141.58,145.51,137.84,135.69,140.36,141.06,137.88,138.19,141.16,139.94,139.19,145.77,132.23,143.15,138.62,139.16,137.78,141.95,134.00,140.84,141.98,140.72,139.45,138.95,138.60,144.70,139.15,143.26,137.60,140.55,138.73,142.53,144.91,136.46,143.11,138.40,137.34,135.77,142.20,141.89
147.99,145.30,145.62,148.91,142.59,145.55,149.71,149.13,141.75,146.16,148.87,141.41,145.52,145.12,148.92,148.66,150.23,142.48,140.12,146.35,142.33,144.40,141.25,141.91,144.31,147.63,143.66,144.47,141.98,146.04,143.27,145.70,147.46,145.89,145.31,150.47,147.28,149.65,142.19,147.82,140.21,143.97,143.41,143.44,142.05,144.37,145.86,146.46,134.89,143.93
