n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,n44,n45,n46,n47,n48,n49,n50
59.23,61.38,61.43,62.30,59.48,60.06,59.36,62.59,61.97,58.36,60.69,59.09,55.07,58.97,64.26,61.06,60.35,59.59,62.15,61.44,61.70,62.50,53.65,61.11,58.39,63.74,61.20,60.17,61.00,52.99,59.75,63.12,60.50,56.20,64.10,57.27,59.29,57.65,55.41,55.95,64.95,56.98,54.87,60.91,55.19,56.52,61.35,58.03,58.83,64.10
66.44,62.75,69.18,64.76,64.63,61.35,66.12,66.28,64.60,65.16,68.03,63.73,61.87,66.37,62.42,67.08,65.06,63.73,69.47,65.79,68.53,68.84,67.28,63.55,63.01,63.05,66.02,68.31,64.43,65.84,64.50,63.76,66.24,70.39,66.53,65.94,60.42,68.90,61.30,63.01,66.36,62.93,69.76,63.03,66.22,70.73,60.36,68.74,68.35,66.71
108.84,116.23,110.16,114.62,116.50,114.55,114.35,108.82,113.45,114.37,110.27,109.20,113.16,117.86,111.06,114.61,114.83,116.43,114.30,106.52,117.94,110.67,117.43,114.52,115.06,113.05,117.24,112.99,108.42,115.33,117.45,113.14,111.60,110.15,116.06,115.33,116.38,109.46,112.27,117.47,115.61,113.38,115.33,112.74,112.02,119.92,117.29,111.35,114.71,113.38
173.32,173.70,173.98,175.28,176.95,169.50,171.96,175.77,174.24,176.62,170.87,172.23,174.96,175.13,175.93,178.41,173.71,171.36,171.23,176.63,173.00,175.45,171.55,174.62,173.21,174.02,174.06,172.92,174.64,170.39,180.64,173.11,172.86,175.28,174.50,170.53,174.88,173.99,174.63,173.51,167.54,168.40,171.74,175.33,177.39,177.08,174.69,172.18,178.31,176.93
232.04,240.09,240.00,238.56,230.70,238.34,232.16,231.70,234.83,234.45,237.01,233.66,239.99,235.93,234.29,237.09,241.78,237.84,237.37,240.65,237.10,232.91,240.11,237.15,232.42,238.02,237.39,234.39,242.18,241.41,233.31,241.93,236.87,231.89,235.80,236.96,235.14,237.54,239.40,238.41,242.53,244.34,236.21,237.31,237.60,236.15,244.38,243.44,237.75,236.23
244.94,246.77,244.78,242.43,243.71,245.21,243.72,241.45,246.39,244.24,247.39,244.66,240.98,242.08,239.96,243.17,242.94,245.69,240.26,245.52,242.85,241.94,243.44,242.30,245.93,240.91,246.36,239.13,242.08,241.26,244.29,240.06,247.61,237.21,244.50,239.23,245.04,243.47,240.54,243.99,245.04,243.70,242.57,241.29,241.95,247.10,241.16,240.49,238.65,245.30
215.81,213.96,218.43,210.38,215.90,219.85,217.03,214.72,211.96,217.95,215.48,207.91,221.39,218.95,217.25,214.50,219.26,213.94,212.43,219.44,215.09,212.43,212.98,214.01,213.83,211.34,219.14,217.35,212.97,217.51,220.24,218.60,218.68,216.99,210.56,222.04,216.44,216.10,216.77,216.92,215.08,218.02,221.49,219.98,215.26,215.53,218.33,215.97,215.57,219.59
231.41,231.39,235.41,234.59,235.94,236.52,230.25,233.16,234.75,232.60,238.22,235.17,239.91,232.73,233.71,232.73,232.46,230.20,231.35,231.71,232.42,233.62,230.53,236.10,233.46,236.23,232.62,232.20,235.59,236.97,237.96,234.93,233.89,238.37,235.27,232.38,235.23,232.59,238.41,237.91,236.88,232.14,237.95,232.38,231.47,236.93,235.31,230.29,233.69,231.50
211.81,217.40,214.81,212.52,215.88,216.82,214.32,217.44,214.03,213.25,213.54,209.65,218.15,208.95,212.15,211.11,206.53,215.91,216.40,219.70,212.68,213.61,213.02,212.44,209.53,217.86,210.32,213.58,214.43,210.19,214.75,214.06,212.24,212.32,210.44,210.99,210.75,208.35,211.32,211.61,213.85,213.90,213.04,215.20,209.87,213.11,209.95,213.10,215.54,216.74
221.44,219.18,222.02,218.32,218.10,217.78,222.44,219.46,218.79,222.19,217.98,221.85,217.44,215.16,222.23,218.91,221.48,210.77,219.09,217.54,219.25,217.05,221.59,214.99,219.87,218.95,217.39,219.01,219.58,219.31,214.88,212.04,221.93,218.25,221.21,221.31,225.08,222.81,219.67,221.16,219.16,217.04,215.72,225.06,220.03,221.97,213.65,216.92,218.20,216.05
185.79,179.04,179.92,185.15,177.45,183.73,179.34,178.29,175.59,174.78,182.62,182.67,178.72,180.37,175.72,179.43,175.97,181.12,179.85,183.82,180.68,180.84,174.81,183.42,178.95,177.89,180.87,179.69,179.68,186.32,183.01,172.79,180.98,181.75,177.85,179.34,177.78,180.57,177.86,182.84,181.52,181.02,180.40,177.63,182.28,179.80,182.34,177.17,178.18,176.10
122.75,120.20,120.06,118.03,118.26,120.37,119.89,119.47,120.49,121.96,120.95,121.59,123.04,119.60,121.97,120.67,122.18,116.02,114.95,120.79,120.79,122.79,117.25,117.90,112.53,121.18,115.57,115.15,124.26,117.11,123.90,119.17,122.09,119.52,120.52,122.63,124.75,118.71,116.05,117.72,121.65,119.42,122.32,124.47,121.82,117.14,117.04,118.35,125.34,119.06
85.57,84.02,86.67,82.18,86.40,83.64,84.90,83.25,81.07,78.77,87.27,85.99,86.31,83.62,84.06,80.26,84.22,89.58,84.18,81.36,84.51,81.66,84.96,88.29,87.12,87.01,81.78,87.36,84.67,84.38,82.70,84.50,87.92,79.72,82.47,85.33,87.74,84.97,82.21,81.17,84.85,80.97,80.24,83.35,80.37,85.67,84.59,81.60,83.66,79.39
85.71,85.53,83.20,92.76,87.56,87.81,87.21,87.70,86.29,85.35,83.72,89.92,87.78,85.68,88.31,89.93,87.62,92.71,83.27,90.23,87.94,90.85,86.55,84.51,86.53,89.98,85.77,85.59,82.02,89.19,85.51,85.27,87.50,80.41,93.69,89.05,87.45,89.92,88.10,85.38,82.00,83.03,89.20,92.20,90.85,83.65,87.28,82.72,83.68,86.50
