n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,n44,n45,n46,n47,n48,n49,n50
113.26,114.53,115.15,109.20,110.26,113.16,114.06,110.97,116.27,114.55,115.95,111.94,120.95,115.75,115.37,112.46,115.14,111.04,114.52,110.55,117.16,110.00,111.96,111.62,113.40,116.12,113.61,121.45,118.85,116.17,116.74,117.86,109.75,113.83,116.73,112.59,115.65,108.00,118.30,112.69,112.49,114.60,114.62,111.80,115.21,113.34,109.66,116.17,114.49,115.20
173.09,176.62,174.26,176.18,179.90,167.75,174.05,173.43,169.65,175.37,176.08,174.42,172.90,175.32,174.81,177.45,178.57,176.71,173.93,176.68,171.22,175.86,168.43,178.26,176.94,178.68,176.23,177.09,173.22,175.06,176.43,169.82,172.93,171.04,173.86,177.31,175.00,179.05,177.36,176.35,169.48,168.11,170.94,170.10,169.15,174.52,175.28,173.38,174.45,172.11
230.91,236.11,238.48,236.99,236.63,237.73,237.67,240.04,235.68,235.59,238.86,238.32,238.22,242.21,234.71,234.62,233.37,240.98,234.12,239.35,240.69,236.59,241.40,234.21,239.06,231.21,235.10,234.81,237.61,237.74,238.23,237.83,240.39,237.00,231.49,232.22,241.70,239.35,237.20,233.38,235.71,241.50,239.72,238.41,236.13,241.67,236.72,235.73,239.19,233.74
246.48,243.91,239.70,247.15,237.81,240.80,242.53,248.54,244.11,243.52,248.48,248.14,236.88,242.72,245.37,242.91,244.22,238.01,244.85,240.10,243.05,242.73,243.91,236.22,243.91,246.70,242.19,242.06,242.75,245.41,244.82,242.68,243.97,243.78,245.14,247.80,242.75,244.35,245.10,247.62,243.29,243.90,244.16,240.55,246.57,246.20,244.56,241.88,243.18,245.39
218.90,218.17,215.16,217.40,217.29,214.61,217.25,219.45,209.72,221.17,222.82,209.19,223.93,219.18,215.62,219.22,215.75,212.73,215.95,214.02,213.62,219.35,215.90,214.15,215.12,218.91,219.53,212.72,219.32,214.74,219.88,217.57,209.61,213.83,212.65,215.63,214.44,214.34,219.35,218.00,216.86,216.85,215.34,216.89,220.12,218.48,213.54,219.26,213.05,221.36
231.30,236.34,240.67,229.79,238.40,232.28,240.08,237.47,236.86,236.46,236.50,238.06,229.19,239.25,238.29,231.87,231.75,233.40,231.67,227.00,235.03,233.24,234.12,233.27,239.01,235.12,229.09,236.05,236.34,237.06,232.70,238.70,235.79,234.00,234.39,234.83,236.16,241.65,234.63,238.65,233.09,230.43,238.64,235.33,238.35,231.01,233.30,230.62,234.76,230.89
212.98,215.80,213.13,216.16,208.79,207.50,215.23,212.34,211.73,212.39,208.95,210.39,214.41,214.85,215.58,212.56,212.95,215.17,216.66,214.02,215.77,214.28,208.13,209.92,210.19,210.06,217.15,209.35,217.22,215.68,211.36,211.46,216.82,214.57,208.18,218.17,212.82,215.07,213.15,210.93,208.74,206.68,207.54,209.82,211.08,210.12,213.10,216.88,210.05,214.97
217.03,220.45,217.51,218.33,218.17,218.31,215.54,221.98,221.54,218.60,220.64,217.51,217.33,216.60,215.08,220.07,220.01,215.60,214.83,219.07,213.41,215.21,220.92,219.10,216.90,223.50,216.14,219.15,219.35,219.05,219.99,219.50,215.04,221.02,217.50,222.51,217.22,216.19,217.28,217.04,218.26,217.77,215.79,217.11,224.56,220.91,213.26,220.65,224.58,219.01
184.32,177.56,180.88,178.83,178.66,182.14,177.23,184.97,179.70,179.36,178.18,175.77,182.49,182.66,175.11,177.71,182.94,178.14,178.08,181.44,182.60,180.67,174.07,177.33,179.18,179.84,181.56,181.29,176.36,180.77,181.88,181.71,185.01,179.70,180.24,180.82,181.03,181.20,182.59,175.90,179.73,181.40,179.89,182.54,180.32,182.07,178.50,181.31,179.43,173.06
119.49,122.52,127.01,117.12,120.85,119.84,123.40,117.47,117.30,123.05,119.03,117.23,115.58,123.65,124.60,121.58,121.04,113.56,116.36,124.78,123.02,117.03,125.14,122.44,122.49,117.17,125.48,121.81,115.89,118.32,121.16,120.12,119.41,119.34,115.69,122.70,121.40,121.57,121.93,121.82,110.32,123.98,117.25,120.66,125.74,125.65,127.28,118.82,119.85,121.92
83.09,86.69,87.48,80.81,81.02,84.73,82.25,84.27,85.21,80.45,82.60,82.02,86.07,79.25,85.02,86.66,84.99,84.77,86.41,88.29,87.18,81.98,82.35,84.56,87.11,83.77,80.86,82.88,79.84,81.75,80.69,81.94,81.99,82.59,86.72,86.39,84.40,82.91,75.93,80.13,87.28,87.62,83.58,87.03,86.73,83.13,85.29,87.95,83.25,83.37
85.99,86.86,87.76,88.42,85.92,90.64,86.40,85.82,80.83,84.39,87.69,81.34,81.84,85.32,85.98,85.07,86.25,89.85,84.78,79.04,84.70,88.71,83.91,89.45,91.46,87.90,88.60,88.05,87.45,90.54,83.31,84.56,84.18,84.18,96.60,83.97,87.86,78.56,86.68,82.43,85.89,85.05,87.92,86.72,84.23,86.87,88.22,88.26,86.14,83.47
